Season,Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,NameASCII,PlayerId,MLBAMID
2023,"Ian Gibaut","CIN",75.2,0.29945554,0.69381599,0.51482702,0.56969697,0.82608696,0.7584,0.5461285,20.15824916,"Ian Gibaut",17871,664139
2024,"Fernando Cruz","CIN",66.2,0.31382114,0.63757116,0.46322242,0.36787565,0.78571429,0.63327032,0.4614711,20.15801887,"Fernando Cruz",7048,518585
2022,"Germán Márquez","COL",181.2,0.28343465,0.67629678,0.49418809,0.50938338,0.89514563,0.79258731,0.5364565,20.1503428,"German Marquez",15038,608566
2024,"Dennis Santana","- - -",71.2,0.32245681,0.66666667,0.50495942,0.52380952,0.83928571,0.74464286,0.53020739,20.13902439,"Dennis Santana",17878,642701
2024,"Garrett Cleavinger","TBR",60,0.29411765,0.65725047,0.47637051,0.48387097,0.8252149,0.7202381,0.50189036,20.13544304,"Garrett Cleavinger",17897,664076
2024,"Jeremiah Estrada","SDP",61,0.34177215,0.70888469,0.53539382,0.40123457,0.77333333,0.66108007,0.52741775,20.12985274,"Jeremiah Estrada",22210,669093
2023,"David Bednar","PIT",67.1,0.34581105,0.74264706,0.54117647,0.5257732,0.77722772,0.69565217,0.49230769,20.1185006,"David Bednar",19569,670280
2023,"Vince Velasquez","PIT",37.1,0.28823529,0.66774194,0.46923077,0.56122449,0.82125604,0.73770492,0.47692308,20.11042945,"Vince Velasquez",11189,592826
2023,"Bryan Baker","BAL",45,0.2617801,0.68656716,0.47959184,0.7,0.83695652,0.80053191,0.5127551,20.11036789,"Bryan Baker",19804,641329
2021,"Taijuan Walker","NYM",159,0.25084746,0.63550037,0.45743429,0.62837838,0.84252874,0.78816467,0.53707336,20.10335642,"Taijuan Walker",11836,592836
2024,"Sam Moll","CIN",37.2,0.26573427,0.59763314,0.44551282,0.60526316,0.82673267,0.76618705,0.54166667,20.10212766,"Sam Moll",14874,594580
2023,"Fernando Cruz","CIN",66,0.31111111,0.68528864,0.49019608,0.41758242,0.79076087,0.66727273,0.47860963,20.10191847,"Fernando Cruz",7048,518585
2023,"Matt Strahm","PHI",87.2,0.30150754,0.65929779,0.50292826,0.54444444,0.8086785,0.73944687,0.56295754,20.10089021,"Matt Strahm",13799,621381
2023,"Chris Martin","BOS",51.1,0.37241379,0.72222222,0.58171745,0.67592593,0.84294872,0.8,0.59833795,20.08969466,"Chris Martin",11847,455119
2024,"Enyel De Los Santos","- - -",64,0.28070175,0.72845528,0.5248227,0.49305556,0.79910714,0.72466216,0.54521277,20.08108108,"Enyel De Los Santos",18403,660853
2023,"Dauri Moreta","PIT",58,0.26131687,0.6302521,0.44386694,0.4015748,0.81,0.68852459,0.49480249,20.08033241,"Dauri Moreta",21101,664294
2021,"Matt Peacock","ARI",86.1,0.22575517,0.67285714,0.46124906,0.61267606,0.89171975,0.82707993,0.52671181,20.07013815,"Matt Peacock",20339,676840
2023,"Kevin Gausman","TOR",185,0.32987172,0.6773743,0.49201694,0.53518519,0.8443299,0.73377483,0.4666015,20.06797386,"Kevin Gausman",14107,592332
2024,"Bryan Hudson","MIL",62.1,0.26010101,0.63276836,0.47357066,0.54368932,0.88392857,0.80410023,0.57281553,20.06628242,"Bryan Hudson",19924,663542
2023,"George Kirby","SEA",190.2,0.35859821,0.68523154,0.54336283,0.64545455,0.86027397,0.79869707,0.56566372,20.05393586,"George Kirby",25436,669923
2023,"Will Smith","TEX",57.1,0.34101382,0.65967366,0.49942063,0.5,0.8409894,0.72389791,0.49710313,20.05345912,"Will Smith",8048,519293
2024,"Jordan Weems","WSN",41.2,0.24786325,0.70680628,0.48703956,0.62068966,0.9,0.83193277,0.52114598,20.05223881,"Jordan Weems",13190,607179
2023,"Bryan Abreu","HOU",72,0.28502415,0.62033898,0.44838976,0.35028249,0.75409836,0.62246777,0.48720066,20.05183585,"Bryan Abreu",16609,650556
2023,"Kirby Yates","ATL",60.1,0.29482759,0.64779874,0.45411542,0.50877193,0.81877023,0.70833333,0.4512772,20.04375,"Kirby Yates",9073,489446
2023,"Robert Garcia","- - -",32,0.3164557,0.65614035,0.50191571,0.64,0.82352941,0.77099237,0.54597701,20.04314721,"Robert Garcia",23363,676395
2024,"Zack Kelly","BOS",56.2,0.24944812,0.65674603,0.46394984,0.55752212,0.80664653,0.74324324,0.52664577,20.0362117,"Zack Kelly",20349,677161
2023,"Noah Davis","COL",30,0.2,0.67741935,0.47088186,0.57692308,0.87445887,0.81978799,0.56738769,20.03104213,"Noah Davis",25862,663562
2022,"Rich Hill","BOS",124.1,0.28170595,0.62784349,0.47286432,0.65737052,0.85652174,0.80340064,0.55226131,20.02071823,"Rich Hill",4806,448179
2023,"Griffin Canning","LAA",127,0.28746177,0.65729828,0.48320537,0.46099291,0.84551724,0.73783515,0.52927063,20.01597444,"Griffin Canning",19867,656288
2022,"Cole Irvin","OAK",181,0.306847,0.69446391,0.51877395,0.67493113,0.86579213,0.81462334,0.5467433,20.01506186,"Cole Irvin",19244,608344
2023,"Matt Koch","COL",38.2,0.26335878,0.7191358,0.51535836,0.47826087,0.87553648,0.78476821,0.55290102,20.01421801,"Matt Koch",13420,571863
2023,"Adrián Martínez","OAK",55,0.26488706,0.65350877,0.45281018,0.57364341,0.87583893,0.78454333,0.4835631,20.01285714,"Adrian Martinez",21023,661309
2024,"Yohan Ramírez","- - -",45,0.19887955,0.60891089,0.41655716,0.47887324,0.86585366,0.77917981,0.53088042,20.01277372,"Yohan Ramirez",19444,670990
2021,"Tarik Skubal","DET",149.1,0.25679229,0.67069701,0.4852768,0.5665529,0.82290562,0.76213592,0.55202199,20.01260504,"Tarik Skubal",22267,669373
2023,"Aroldis Chapman","- - -",58.1,0.23839662,0.63670412,0.44940476,0.36283186,0.69117647,0.60927152,0.5297619,20.01192053,"Aroldis Chapman",10233,547973
2023,"Rafael Montero","HOU",67.1,0.28967643,0.70364238,0.48922586,0.59042553,0.79294118,0.73083197,0.4820431,19.99368421,"Rafael Montero",12760,606160
2023,"Tanner Bibee","CLE",142,0.28306878,0.64928511,0.47051227,0.60124611,0.83031088,0.76303751,0.51183814,19.99303944,"Tanner Bibee",30134,676440
2024,"Mitch Spence","OAK",151.1,0.30399348,0.69776715,0.50302297,0.52546917,0.90514286,0.79166667,0.50544135,19.98901099,"Mitch Spence",27707,687765
2024,"Cam Booser","BOS",42.2,0.30487805,0.71934605,0.52374101,0.55,0.8030303,0.73351648,0.52805755,19.984375,"Cam Booser",16061,592155
2024,"Kevin Gausman","TOR",181,0.29828179,0.69709837,0.49476987,0.61751152,0.86598985,0.78999295,0.49267782,19.97302241,"Kevin Gausman",14107,592332
2024,"Nick Mears","- - -",57.2,0.30952381,0.63957597,0.49124514,0.54545455,0.81491713,0.73861386,0.55058366,19.97272727,"Nick Mears",25376,683232
2023,"Scott McGough","ARI",70.1,0.30130293,0.64620355,0.47445255,0.45945946,0.81,0.6991453,0.50202758,19.97106109,"Scott McGough",12056,543518
2022,"Tyler Gilbert","ARI",34.1,0.2627451,0.66343042,0.4822695,0.70149254,0.86829268,0.82720588,0.54787234,19.96889952,"Tyler Gilbert",17964,656457
2022,"Nabil Crismatt","SDP",67.1,0.3424408,0.61208577,0.47269303,0.58510638,0.85350318,0.75298805,0.48305085,19.96794872,"Nabil Crismatt",17732,622503
2024,"JT Chargois","- - -",36.1,0.24521073,0.69029851,0.47069943,0.46875,0.88648649,0.77911647,0.50661626,19.96596859,"JT Chargois",13767,608638
2022,"Jesús Luzardo","MIA",100.1,0.28505214,0.6453265,0.45620438,0.46341463,0.81349206,0.69866667,0.47506083,19.96521036,"Jesus Luzardo",19959,666200
2023,"Jose Quintana","NYM",75.2,0.31982634,0.62267658,0.45240033,0.65158371,0.90149254,0.80215827,0.43775427,19.96251378,"Jose Quintana",11423,500779
2023,"Javier Assad","CHC",109.1,0.22517321,0.63507109,0.42748538,0.63076923,0.89179104,0.82216142,0.49356725,19.96172249,"Javier Assad",21741,665871
2023,"Austin Voth","BAL",34.2,0.29938272,0.63716814,0.47209653,0.63917526,0.83333333,0.77316294,0.51131222,19.95643564,"Austin Voth",15047,608723
2024,"Pete Fairbanks","TBR",45.1,0.25641026,0.60471204,0.4481268,0.575,0.86147186,0.78778135,0.55043228,19.95228628,"Pete Fairbanks",17998,664126
2023,"Yennier Cano","BAL",72.2,0.33606557,0.65406427,0.50147493,0.55487805,0.8583815,0.76078431,0.52015733,19.95205479,"Yennier Cano",25911,666974
2022,"Shane Bieber","CLE",200,0.32999284,0.65155616,0.49530435,0.40130152,0.8701973,0.71839888,0.51408696,19.947343,"Shane Bieber",19427,669456
2024,"Brendon Little","TOR",45.2,0.26628895,0.65306122,0.45689655,0.39361702,0.86160714,0.72327044,0.49281609,19.93638171,"Brendon Little",21574,663893
2023,"Andrew Chafin","- - -",51.1,0.30426716,0.60471204,0.42888165,0.47560976,0.85281385,0.69620253,0.41476656,19.9352518,"Andrew Chafin",12988,605177
2023,"Jason Foley","DET",69,0.30923695,0.64116576,0.48328558,0.7012987,0.91477273,0.84980237,0.5243553,19.93481095,"Jason Foley",19531,671345
2023,"José Alvarado","PHI",41.1,0.32345013,0.66307278,0.49326146,0.50833333,0.77235772,0.68579235,0.5,19.93309859,"Jose Alvarado",17780,621237
2023,"Ken Waldichuk","OAK",141,0.27773407,0.66849101,0.47372549,0.5694051,0.84678363,0.76572848,0.50156863,19.93161494,"Ken Waldichuk",27681,686610
2023,"Cristian Javier","HOU",162,0.29651545,0.68185158,0.47848716,0.61862528,0.82866379,0.75997099,0.4722415,19.92739726,"Cristian Javier",17606,664299
2024,"Kyle Bradish","BAL",39.1,0.24846626,0.58045977,0.41988131,0.49382716,0.84653465,0.74558304,0.51632047,19.92307692,"Kyle Bradish",24586,680694
2023,"Luke Jackson","SFG",33.1,0.31734317,0.67193676,0.48854962,0.47674419,0.82941176,0.7109375,0.48282443,19.91688312,"Luke Jackson",11752,592426
2023,"José Cisnero","DET",59.1,0.25107296,0.68846154,0.48174442,0.52991453,0.85195531,0.77263158,0.52738337,19.91492329,"Jose Cisnero",6399,542585
2024,"David Robertson","TEX",72,0.24784854,0.60252366,0.43292181,0.52777778,0.80628272,0.73003802,0.5218107,19.914037,"David Robertson",8241,502085
2023,"José Leclerc","TEX",57,0.30109489,0.7,0.47648262,0.44848485,0.77076412,0.65665236,0.4396728,19.90713324,"Jose Leclerc",14524,600917
2024,"Greg Weissert","BOS",63.1,0.29247312,0.63297872,0.47910593,0.66176471,0.86554622,0.80933063,0.54810496,19.90551181,"Greg Weissert",20375,669711
2022,"Aaron Ashby","MIL",107.1,0.29778247,0.58324382,0.43929712,0.4858156,0.83977901,0.71878788,0.49574015,19.90294752,"Aaron Ashby",23550,676879
2023,"Bryce Miller","SEA",131.1,0.30116649,0.71180556,0.52696897,0.63028169,0.83658537,0.78351449,0.54988067,19.90012887,"Bryce Miller",29837,682243
2022,"Hoby Milner","MIL",64.2,0.29166667,0.55737705,0.41084559,0.66857143,0.83088235,0.76733781,0.44852941,19.8986403,"Hoby Milner",13346,571948
2024,"Tommy Kahnle","NYY",42.2,0.31143552,0.67846608,0.47733333,0.4296875,0.77826087,0.65363128,0.452,19.88339223,"Tommy Kahnle",11384,592454
2024,"Pablo López","MIN",185.1,0.32017229,0.68911265,0.51676727,0.53587444,0.83561644,0.74886437,0.53286385,19.8816568,"Pablo Lopez",17085,641154
2022,"Steven Matz","STL",48,0.30640669,0.63374486,0.49467456,0.59090909,0.81168831,0.75358852,0.57514793,19.88012618,"Steven Matz",13361,571927
2024,"Jhony Brito","SDP",43.2,0.20141343,0.71884058,0.48566879,0.77192982,0.85080645,0.83606557,0.54936306,19.86651584,"Jhony Brito",25386,666745
2022,"Taijuan Walker","NYM",157.1,0.30396825,0.64245359,0.47178872,0.60313316,0.87437186,0.78625954,0.49579832,19.85854189,"Taijuan Walker",11836,592836
2023,"Yunior Marte","PHI",39.1,0.28961749,0.66766467,0.47,0.55660377,0.85201794,0.75683891,0.47714286,19.85825243,"Yunior Marte",14416,628708
2023,"Mason Englert","DET",56,0.30208333,0.71458333,0.50833333,0.65517241,0.8425656,0.78688525,0.5,19.85550787,"Mason Englert",22288,669438
2024,"Hunter Brown","HOU",170,0.26978665,0.65668524,0.46209761,0.6122449,0.84623542,0.77752809,0.49705781,19.84230056,"Hunter Brown",25880,686613
2023,"Jake Diekman","- - -",56.2,0.22538293,0.567718,0.41064257,0.62135922,0.80392157,0.75794621,0.54116466,19.82666667,"Jake Diekman",5003,518617
2024,"Mark Leiter Jr.","- - -",58,0.33737024,0.62585034,0.46221786,0.38461538,0.8115942,0.63481953,0.43277723,19.82384106,"Mark Leiter Jr.",15551,643410
2023,"Taylor Clarke","KCR",59,0.33453888,0.6815534,0.50187266,0.57837838,0.84045584,0.75,0.48220974,19.82330827,"Taylor Clarke",17611,664199
2023,"Julio Teheran","MIL",71.2,0.23504274,0.66013072,0.47592593,0.68181818,0.84653465,0.81128405,0.56666667,19.82083863,"Julio Teheran",6797,527054
2023,"Enyel De Los Santos","CLE",65.2,0.29783037,0.67647059,0.49381541,0.47019868,0.85597826,0.74373796,0.51760228,19.80988593,"Enyel De Los Santos",18403,660853
2024,"Bowden Francis","TOR",103.2,0.29064748,0.69872538,0.51668806,0.63366337,0.85737977,0.80124224,0.55391528,19.79616725,"Bowden Francis",20548,670102
2022,"Peter Strzelecki","MIL",35,0.29470199,0.63157895,0.46369637,0.59550562,0.79166667,0.72953737,0.50165017,19.79475983,"Peter Strzelecki",21367,657265
2023,"JT Chargois","MIA",42.1,0.2170088,0.5718232,0.3997155,0.60810811,0.87439614,0.80427046,0.51493599,19.78435115,"JT Chargois",13767,608638
2024,"Caleb Ferguson","- - -",54.1,0.26789838,0.64426877,0.47071353,0.45689655,0.87730061,0.76696833,0.53887114,19.78386167,"Caleb Ferguson",19349,657571
2024,"Tanner Bibee","CLE",173.2,0.27685325,0.70961413,0.50894423,0.61748634,0.80552995,0.75809786,0.53630305,19.77574048,"Tanner Bibee",30134,676440
2024,"Shelby Miller","DET",55.2,0.27525253,0.6784141,0.49058824,0.59633028,0.83766234,0.77458034,0.53411765,19.76688103,"Shelby Miller",10197,571946
2023,"Carlos Rodón","NYY",64.1,0.32986111,0.74683544,0.53410097,0.58947368,0.8401937,0.76119403,0.48981399,19.76252983,"Carlos Rodon",16137,607074
2023,"Zac Gallen","ARI",210,0.30666667,0.640801,0.47105911,0.51976285,0.87988281,0.76078431,0.49199507,19.75753769,"Zac Gallen",19291,668678
2024,"Kyle Gibson","STL",169.2,0.25841924,0.61420932,0.42691751,0.50531915,0.87313433,0.7559322,0.473589,19.75036855,"Kyle Gibson",10123,502043
2024,"Hunter Stratton","PIT",37.2,0.31521739,0.70819672,0.52151463,0.51724138,0.84722222,0.75247525,0.52495697,19.74820144,"Hunter Stratton",23455,676702
2024,"Jhoan Duran","MIN",54.1,0.28,0.66528067,0.49035187,0.49107143,0.775,0.70138889,0.54597049,19.73966309,"Jhoan Duran",21029,661395
2023,"Austin Pruitt","OAK",48.1,0.27704485,0.6796875,0.47968545,0.72380952,0.87356322,0.83060109,0.50327654,19.72113677,"Austin Pruitt",15290,643493
2023,"Justin Verlander","- - -",162.1,0.31444533,0.66345441,0.49538816,0.63705584,0.87150838,0.79984484,0.51844735,19.71732365,"Justin Verlander",8700,434378
2024,"Blake Treinen","LAD",46.2,0.33241758,0.62198391,0.47896879,0.49586777,0.87068966,0.74220963,0.50610583,19.71062271,"Blake Treinen",12572,595014
2023,"Trevor Stephan","CLE",68.2,0.31433506,0.69398907,0.49911348,0.52197802,0.80577428,0.71403197,0.48670213,19.70658683,"Trevor Stephan",19932,663986
2023,"Ryan Thompson","- - -",30.2,0.21693122,0.60784314,0.44144144,0.58536585,0.89677419,0.83163265,0.57432432,19.70219436,"Ryan Thompson",16647,657044
2023,"Josh Winckowski","BOS",84.1,0.28006088,0.68175583,0.49134199,0.52173913,0.83501006,0.75036711,0.52597403,19.70108161,"Josh Winckowski",22387,670174
2022,"Bryce Elder","ATL",54,0.30327869,0.63896104,0.4513173,0.56081081,0.91056911,0.77918782,0.44100802,19.69720497,"Bryce Elder",27779,693821
2022,"Keegan Akin","BAL",81.2,0.32228361,0.68786127,0.52712551,0.6,0.83403361,0.77112135,0.56032389,19.69247788,"Keegan Akin",19362,669211
2023,"Griffin Jax","MIN",65.1,0.3029661,0.61913043,0.47659981,0.51748252,0.85674157,0.75951904,0.54918816,19.68660598,"Griffin Jax",20253,643377
2024,"Spencer Turnbull","PHI",54.1,0.23880597,0.61744966,0.42358079,0.53571429,0.85869565,0.76546392,0.48799127,19.67485549,"Spencer Turnbull",16207,605513
2023,"Julian Merryweather","CHC",72,0.31104199,0.64786325,0.47149837,0.375,0.83113456,0.67357513,0.47638436,19.67138194,"Julian Merryweather",16703,657240
2023,"Andrés Machado","WSN",50,0.28448276,0.68779343,0.50645995,0.57575758,0.85324232,0.78316327,0.5503876,19.67079646,"Andres Machado",14681,600921
2024,"Jordan Leasure","CHW",31.1,0.23247232,0.71972318,0.48392857,0.53968254,0.82692308,0.7601476,0.51607143,19.67067308,"Jordan Leasure",29950,673929
2023,"Drew Rom","STL",33.2,0.2020202,0.61764706,0.43368107,0.65,0.91774892,0.86254296,0.55737705,19.66,"Drew Rom",24602,680723
2024,"Michel Otañez","OAK",34,0.28571429,0.65,0.46755408,0.29069767,0.75897436,0.61565836,0.49916805,19.65401786,"Michel Otanez",22533,671305
2024,"Xzavion Curry","- - -",42.2,0.26490066,0.72700297,0.5086072,0.7125,0.87755102,0.83692308,0.52738654,19.6516129,"Xzavion Curry",25595,675540
2024,"Ryne Stanek","- - -",55.1,0.32121212,0.71161826,0.51381781,0.52830189,0.7696793,0.69322709,0.49334698,19.63797814,"Ryne Stanek",15947,592773
2024,"Logan Gilbert","SEA",208.2,0.31638796,0.68390433,0.50328731,0.44186047,0.82136106,0.70411496,0.50854701,19.63595506,"Logan Gilbert",22250,669302
2024,"Jake Cousins","NYY",38,0.34005764,0.53535354,0.43012422,0.38135593,0.85534591,0.6534296,0.46118012,19.63449692,"Jake Cousins",21620,664776
2024,"Tony Santillan","CIN",30,0.28571429,0.66202091,0.5,0.53225806,0.78947368,0.72619048,0.56944444,19.63157895,"Tony Santillan",19926,663574
2024,"Jared Koenig","MIL",62,0.25526932,0.62711864,0.47099312,0.58715596,0.84864865,0.78914405,0.58013766,19.63017356,"Jared Koenig",27517,657649
2023,"Scott Alexander","SFG",48.1,0.328125,0.68716578,0.52161383,0.56190476,0.92217899,0.81767956,0.5389049,19.62985685,"Scott Alexander",10591,518397
2024,"Ryan Yarbrough","- - -",98.2,0.25541126,0.64920828,0.46895641,0.68361582,0.83864916,0.8,0.54227213,19.62926391,"Ryan Yarbrough",16502,642232
2023,"Héctor Neris","HOU",68.1,0.32065217,0.68450185,0.50091408,0.5480226,0.79245283,0.71350365,0.49542962,19.62853629,"Hector Neris",11804,593576
2023,"Framber Valdez","HOU",198,0.30362117,0.62896825,0.47048847,0.46788991,0.88117771,0.75126172,0.51289009,19.62307333,"Framber Valdez",17295,664285
2021,"John King","TEX",46,0.32361516,0.6713881,0.5,0.57657658,0.84810127,0.76149425,0.50718391,19.622,"John King",22051,667463
2024,"Jacob Barnes","WSN",66,0.29649123,0.69469835,0.49149508,0.5739645,0.86578947,0.77595628,0.48970457,19.61785714,"Jacob Barnes",12323,606930
2024,"Adam Oller","MIA",42.1,0.24860335,0.61363636,0.42957746,0.61797753,0.87962963,0.80327869,0.49577465,19.61702128,"Adam Oller",20132,670124
2024,"José Berríos","TOR",192.1,0.30541872,0.62022773,0.46671242,0.64976959,0.8812095,0.80735294,0.51235415,19.61632846,"Jose Berrios",14168,621244
2023,"Andre Jackson","- - -",61.1,0.28629857,0.66796875,0.48151848,0.63571429,0.83918129,0.78008299,0.51148851,19.61621622,"Andre Jackson",21298,656578
2024,"Yariel Rodríguez","TOR",86.2,0.27260982,0.64697802,0.45406125,0.53554502,0.86836518,0.76539589,0.48468708,19.6108156,"Yariel Rodriguez",33838,684320
2023,"Bowden Francis","TOR",36.1,0.32270916,0.64236111,0.49350649,0.61728395,0.87567568,0.79699248,0.53432282,19.61,"Bowden Francis",20548,670102
2023,"Jon Gray","TEX",157.1,0.32249561,0.67091633,0.50522357,0.52588556,0.85510689,0.75516956,0.5244463,19.60979827,"Jon Gray",14916,592351
2024,"Elvis Peguero","MIL",51.1,0.33991228,0.63538874,0.47285887,0.50967742,0.88607595,0.7372449,0.44993969,19.60402685,"Elvis Peguero",21652,665625
2024,"Jeff Hoffman","PHI",66.1,0.35270541,0.67928287,0.51648352,0.41477273,0.80058651,0.66924565,0.5014985,19.60272109,"Jeff Hoffman",17432,656546
2022,"Brady Singer","KCR",153.1,0.26032661,0.58426966,0.44234007,0.54243542,0.87435897,0.7887726,0.56186869,19.60149511,"Brady Singer",25377,663903
2023,"Jeff Brigham","NYM",37.2,0.24127907,0.66964286,0.45294118,0.57831325,0.81777778,0.75324675,0.49411765,19.6003861,"Jeff Brigham",16631,656257
2023,"Adbert Alzolay","CHC",64,0.31346578,0.69155206,0.51351351,0.5,0.83238636,0.73684211,0.52910603,19.60028249,"Adbert Alzolay",17859,640470
2024,"A.J. Minter","ATL",34.1,0.31300813,0.71014493,0.52298851,0.54545455,0.80612245,0.73260073,0.52873563,19.5974026,"A.J. Minter",18655,621345
2023,"Kodai Senga","NYM",166.1,0.28218466,0.65682362,0.45037621,0.48847926,0.84447145,0.72155927,0.44894303,19.5923445,"Kodai Senga",31838,673540
2024,"Tanner Scott","- - -",72,0.32175503,0.68993506,0.51676698,0.50568182,0.77176471,0.69384359,0.52966466,19.58932715,"Tanner Scott",17586,656945
2023,"Erik Swanson","TOR",66.2,0.32169118,0.68677043,0.49905482,0.56571429,0.75637394,0.69318182,0.48582231,19.58734177,"Erik Swanson",16587,657024
2023,"Alec Marsh","KCR",74.1,0.28129395,0.64659271,0.45305514,0.47,0.85294118,0.72697368,0.47019374,19.58475426,"Alec Marsh",27451,679525
2024,"Shota Imanaga","CHC",173.1,0.36291601,0.73811321,0.55508311,0.55458515,0.82413088,0.73816156,0.51217627,19.58151885,"Shota Imanaga",33829,684007
2024,"Chris Sale","ATL",177.2,0.34492968,0.62295082,0.48952043,0.53648069,0.80153509,0.71190131,0.52007105,19.57292162,"Chris Sale",10603,519242
2023,"Hunter Brown","HOU",155.2,0.28088235,0.64485294,0.46286765,0.52094241,0.87799316,0.76965846,0.5,19.57275391,"Hunter Brown",25880,686613
2024,"Hunter Strickland","LAA",73.1,0.2810219,0.64039409,0.4701815,0.62987013,0.85897436,0.79411765,0.52636128,19.57274827,"Hunter Strickland",7836,519326
2024,"Justin Anderson","CHW",53.1,0.31485149,0.65384615,0.47307286,0.49685535,0.84775087,0.72321429,0.46673706,19.56960227,"Justin Anderson",16201,605121
2024,"Tanner Rainey","WSN",51,0.2735426,0.68762677,0.49094782,0.52459016,0.84955752,0.76355748,0.52502662,19.56373938,"Tanner Rainey",17610,663432
2024,"Justin Wilson","CIN",46.2,0.34920635,0.72374429,0.5502451,0.64393939,0.84227129,0.78396437,0.53676471,19.56105611,"Justin Wilson",4301,458677
2024,"Héctor Neris","- - -",59.1,0.32053743,0.71047228,0.50892857,0.58682635,0.84104046,0.7582846,0.48313492,19.56016043,"Hector Neris",11804,593576
2023,"Kyle Freeland","COL",155.2,0.27970065,0.68847584,0.5074565,0.60869565,0.91900648,0.84326531,0.55716653,19.55054882,"Kyle Freeland",16256,607536
2023,"Shawn Armstrong","TBR",52,0.3255132,0.69298246,0.5357591,0.6036036,0.82278481,0.76580796,0.57214555,19.54745763,"Shawn Armstrong",12857,542888
2024,"Max Fried","ATL",174.1,0.27078734,0.63720599,0.45691528,0.53804348,0.87248322,0.77496038,0.50796524,19.54348894,"Max Fried",13743,608331
2023,"Clay Holmes","NYY",63,0.24137931,0.62146893,0.43847656,0.52941176,0.84242424,0.75946548,0.51855469,19.5408971,"Clay Holmes",13649,605280
2024,"Jordan Hicks","SFG",109.2,0.24974824,0.63834197,0.4412666,0.51612903,0.86525974,0.7650463,0.49284985,19.53950954,"Jordan Hicks",19618,663855
2023,"Jordan Weems","WSN",54.2,0.24017467,0.64362851,0.44299674,0.55454545,0.84563758,0.76715686,0.50271444,19.53913043,"Jordan Weems",13190,607179
2024,"Andrew Chafin","- - -",56.1,0.34214876,0.65469613,0.45915202,0.43961353,0.85654008,0.66216216,0.37435367,19.53814147,"Andrew Chafin",12988,605177
2023,"Sam Hentges","CLE",52.1,0.2601432,0.62586605,0.44600939,0.43119266,0.86346863,0.73947368,0.50821596,19.5340729,"Sam Hentges",18548,656529
2024,"Corbin Burnes","BAL",194.1,0.32624113,0.65951557,0.48698264,0.48616601,0.86778594,0.73543523,0.48230975,19.52689152,"Corbin Burnes",19361,669203
2023,"Pablo López","MIN",194,0.34151329,0.67822736,0.51488095,0.49700599,0.82102273,0.71676301,0.51488095,19.52322959,"Pablo Lopez",17085,641154
2021,"Jakob Junis","KCR",39.1,0.27027027,0.60725076,0.44816587,0.55,0.85074627,0.76512456,0.52791069,19.51868132,"Jakob Junis",13619,596001
2023,"Ian Hamilton","NYY",58,0.31638418,0.65625,0.47191011,0.51190476,0.76870748,0.67532468,0.45760981,19.51351351,"Ian Hamilton",19261,641656
2024,"Matt Bowman","- - -",30.2,0.218107,0.63779528,0.43259557,0.64150943,0.88888889,0.82790698,0.5110664,19.51232877,"Matt Bowman",13528,621199
2024,"Hayden Wesneski","CHC",67.2,0.30093458,0.60555556,0.45395349,0.50310559,0.88990826,0.76229508,0.50232558,19.50883838,"Hayden Wesneski",27581,669713
2023,"Corbin Burnes","MIL",193.2,0.29506173,0.64701851,0.46183826,0.5167364,0.84427966,0.73417722,0.47385515,19.5085639,"Corbin Burnes",19361,669203
2023,"Chris Flexen","- - -",102.1,0.27673649,0.69339623,0.47806268,0.58565737,0.87585034,0.78903456,0.48319088,19.5078125,"Chris Flexen",13896,623167
2023,"Brandon Woodruff","MIL",67,0.29424779,0.65820643,0.50047939,0.53383459,0.82262211,0.74904215,0.56663471,19.5044586,"Brandon Woodruff",16162,605540
2023,"Michael Fulmer","CHC",57,0.26890756,0.65400844,0.46105263,0.359375,0.83225806,0.69406393,0.49894737,19.50070721,"Michael Fulmer",13218,605242
2023,"Aaron Bummer","CHW",58.1,0.3045045,0.49448529,0.39854413,0.47337278,0.84758364,0.70319635,0.49499545,19.49638554,"Aaron Bummer",16258,607481
2024,"José Leclerc","TEX",66.2,0.30298507,0.67350746,0.46766169,0.48275862,0.74792244,0.65248227,0.44444444,19.48618785,"Jose Leclerc",14524,600917
2023,"Jack Flaherty","- - -",144.1,0.26943005,0.61574435,0.43811693,0.56318681,0.84177215,0.75389948,0.48709188,19.48536831,"Jack Flaherty",17479,656427
2023,"Nick Pivetta","BOS",142.2,0.33745875,0.64469178,0.48823529,0.53545232,0.83798141,0.73149742,0.4907563,19.48513741,"Nick Pivetta",15454,601713
2024,"Valente Bellozo","MIA",68.2,0.2243346,0.66373239,0.45246801,0.70338983,0.85411141,0.81818182,0.51919561,19.47934919,"Valente Bellozo",23899,678368
2024,"Robert Garcia","WSN",59.2,0.33571429,0.64638783,0.50845666,0.58156028,0.80588235,0.74012474,0.55602537,19.47674419,"Robert Garcia",23363,676395
2024,"Chris Roycroft","STL",34.1,0.27173913,0.609375,0.45302013,0.6,0.87179487,0.7962963,0.53691275,19.47045455,"Chris Roycroft",31261,688297
2024,"Bryce Jarvis","ARI",59.1,0.25965665,0.67097967,0.48063555,0.61157025,0.8677686,0.80371901,0.53723932,19.46987952,"Bryce Jarvis",27477,686826
